furniture_id,furniture_sub_category,video_id,page_index,step_index,clip_index,step_list_length,page_list_length,start_time,end_time,full_video_duration
50349328,Sofas,LhpDDhF4Q1o,12,11,3,44,36,1448.9,1458.9,4022
50349328,Sofas,LhpDDhF4Q1o,12,11,4,44,36,1458.9,1468.9,4022
50349328,Sofas,LhpDDhF4Q1o,12,11,5,44,36,1468.9,1478.9,4022
50349328,Sofas,LhpDDhF4Q1o,12,11,6,44,36,1478.9,1488.9,4022
50349328,Sofas,LhpDDhF4Q1o,12,11,7,44,36,1481.8,1491.8,4022
50349328,Sofas,LhpDDhF4Q1o,12,12,0,44,36,1491.8,1501.8,4022
50349328,Sofas,LhpDDhF4Q1o,12,12,1,44,36,1501.8,1511.8,4022
50349328,Sofas,LhpDDhF4Q1o,12,12,2,44,36,1511.8,1521.8,4022
50349328,Sofas,LhpDDhF4Q1o,12,12,3,44,36,1521.8,1531.8,4022
50349328,Sofas,LhpDDhF4Q1o,12,12,4,44,36,1531.8,1541.8,4022
50349328,Sofas,LhpDDhF4Q1o,12,12,5,44,36,1541.8,1551.8,4022
50349328,Sofas,LhpDDhF4Q1o,12,12,6,44,36,1551.8,1561.8,4022
50349328,Sofas,LhpDDhF4Q1o,12,12,7,44,36,1561.8,1571.8,4022
50349328,Sofas,LhpDDhF4Q1o,12,12,8,44,36,1571.8,1581.8,4022
50349328,Sofas,LhpDDhF4Q1o,12,12,9,44,36,1573.7,1583.7,4022
50349328,Sofas,LhpDDhF4Q1o,13,13,0,44,36,1491.8,1501.8,4022
50349328,Sofas,LhpDDhF4Q1o,13,13,1,44,36,1501.8,1511.8,4022
50349328,Sofas,LhpDDhF4Q1o,13,13,2,44,36,1511.8,1521.8,4022
50349328,Sofas,LhpDDhF4Q1o,13,13,3,44,36,1521.8,1531.8,4022
50349328,Sofas,LhpDDhF4Q1o,13,13,4,44,36,1531.8,1541.8,4022
50349328,Sofas,LhpDDhF4Q1o,13,13,5,44,36,1541.8,1551.8,4022
50349328,Sofas,LhpDDhF4Q1o,13,13,6,44,36,1551.8,1561.8,4022
50349328,Sofas,LhpDDhF4Q1o,13,13,7,44,36,1561.8,1571.8,4022
50349328,Sofas,LhpDDhF4Q1o,13,13,8,44,36,1571.8,1581.8,4022
50349328,Sofas,LhpDDhF4Q1o,13,13,9,44,36,1573.7,1583.7,4022
50349328,Sofas,LhpDDhF4Q1o,13,14,0,44,36,1583.7,1593.7,4022
50349328,Sofas,LhpDDhF4Q1o,13,14,1,44,36,1593.7,1603.7,4022
50349328,Sofas,LhpDDhF4Q1o,13,14,2,44,36,1603.7,1613.7,4022
50349328,Sofas,LhpDDhF4Q1o,13,14,3,44,36,1613.7,1623.7,4022
50349328,Sofas,LhpDDhF4Q1o,13,14,4,44,36,1623.7,1633.7,4022
50349328,Sofas,LhpDDhF4Q1o,13,14,5,44,36,1633.7,1643.7,4022
50349328,Sofas,LhpDDhF4Q1o,13,14,6,44,36,1643.7,1653.7,4022
50349328,Sofas,LhpDDhF4Q1o,13,14,7,44,36,1644.0,1654.0,4022
50349328,Sofas,LhpDDhF4Q1o,14,15,0,44,36,1654.0,1664.0,4022
50349328,Sofas,LhpDDhF4Q1o,14,15,1,44,36,1664.0,1674.0,4022
50349328,Sofas,LhpDDhF4Q1o,14,15,2,44,36,1674.0,1684.0,4022
50349328,Sofas,LhpDDhF4Q1o,14,15,3,44,36,1681.8,1691.8,4022
50349328,Sofas,LhpDDhF4Q1o,14,16,0,44,36,1691.8,1701.8,4022
50349328,Sofas,LhpDDhF4Q1o,14,16,1,44,36,1701.8,1711.8,4022
50349328,Sofas,LhpDDhF4Q1o,14,16,2,44,36,1711.8,1721.8,4022
50349328,Sofas,LhpDDhF4Q1o,14,16,3,44,36,1721.8,1731.8,4022
50349328,Sofas,LhpDDhF4Q1o,14,16,4,44,36,1731.8,1741.8,4022
50349328,Sofas,LhpDDhF4Q1o,14,16,5,44,36,1741.8,1751.8,4022
50349328,Sofas,LhpDDhF4Q1o,14,16,6,44,36,1751.8,1761.8,4022
50349328,Sofas,LhpDDhF4Q1o,14,16,7,44,36,1761.8,1771.8,4022
50349328,Sofas,LhpDDhF4Q1o,14,16,8,44,36,1771.8,1781.8,4022
50349328,Sofas,LhpDDhF4Q1o,14,16,9,44,36,1779.1,1789.1,4022
50349328,Sofas,LhpDDhF4Q1o,15,17,0,44,36,1802.6,1812.6,4022
50349328,Sofas,LhpDDhF4Q1o,15,17,1,44,36,1811.6,1821.6,4022
50349328,Sofas,LhpDDhF4Q1o,16,18,0,44,36,1821.6,1831.6,4022
50349328,Sofas,LhpDDhF4Q1o,16,18,1,44,36,1831.6,1841.6,4022
50349328,Sofas,LhpDDhF4Q1o,16,18,2,44,36,1841.6,1851.6,4022
50349328,Sofas,LhpDDhF4Q1o,16,18,3,44,36,1851.6,1861.6,4022
50349328,Sofas,LhpDDhF4Q1o,16,18,4,44,36,1861.6,1871.6,4022
50349328,Sofas,LhpDDhF4Q1o,16,18,5,44,36,1871.6,1881.6,4022
50349328,Sofas,LhpDDhF4Q1o,16,18,6,44,36,1881.6,1891.6,4022
50349328,Sofas,LhpDDhF4Q1o,16,18,7,44,36,1891.6,1901.6,4022
50349328,Sofas,LhpDDhF4Q1o,16,18,8,44,36,1901.6,1911.6,4022
50349328,Sofas,LhpDDhF4Q1o,16,18,9,44,36,1911.6,1921.6,4022
50349328,Sofas,LhpDDhF4Q1o,16,18,10,44,36,1921.6,1931.6,4022
50349328,Sofas,LhpDDhF4Q1o,16,18,11,44,36,1931.6,1941.6,4022
50349328,Sofas,LhpDDhF4Q1o,16,18,12,44,36,1941.6,1951.6,4022
50349328,Sofas,LhpDDhF4Q1o,16,18,13,44,36,1951.6,1961.6,4022
50349328,Sofas,LhpDDhF4Q1o,16,18,14,44,36,1961.6,1971.6,4022
50349328,Sofas,LhpDDhF4Q1o,16,18,15,44,36,1971.6,1981.6,4022
50349328,Sofas,LhpDDhF4Q1o,16,18,16,44,36,1981.6,1991.6,4022
50349328,Sofas,LhpDDhF4Q1o,16,18,17,44,36,1991.6,2001.6,4022
50349328,Sofas,LhpDDhF4Q1o,16,18,18,44,36,2001.6,2011.6,4022
50349328,Sofas,LhpDDhF4Q1o,16,18,19,44,36,2011.6,2021.6,4022
50349328,Sofas,LhpDDhF4Q1o,16,18,20,44,36,2021.6,2031.6,4022
50349328,Sofas,LhpDDhF4Q1o,16,18,21,44,36,2022.4,2032.4,4022
50349328,Sofas,LhpDDhF4Q1o,17,19,0,44,36,2032.4,2042.4,4022
50349328,Sofas,LhpDDhF4Q1o,17,19,1,44,36,2038.6,2048.6,4022
50349328,Sofas,LhpDDhF4Q1o,17,20,0,44,36,2048.6,2058.6,4022
50349328,Sofas,LhpDDhF4Q1o,17,20,1,44,36,2058.6,2068.6,4022
50349328,Sofas,LhpDDhF4Q1o,17,20,2,44,36,2068.6,2078.6,4022
50349328,Sofas,LhpDDhF4Q1o,17,20,3,44,36,2078.6,2088.6,4022
50349328,Sofas,LhpDDhF4Q1o,17,20,4,44,36,2088.6,2098.6,4022
50349328,Sofas,LhpDDhF4Q1o,17,20,5,44,36,2098.6,2108.6,4022
50349328,Sofas,LhpDDhF4Q1o,17,20,6,44,36,2108.6,2118.6,4022
50349328,Sofas,LhpDDhF4Q1o,17,20,7,44,36,2111.6,2121.6,4022
50349328,Sofas,LhpDDhF4Q1o,18,21,0,44,36,2121.6,2131.6,4022
50349328,Sofas,LhpDDhF4Q1o,18,21,1,44,36,2131.6,2141.6,4022
50349328,Sofas,LhpDDhF4Q1o,18,21,2,44,36,2141.6,2151.6,4022
50349328,Sofas,LhpDDhF4Q1o,18,21,3,44,36,2151.6,2161.6,4022
50349328,Sofas,LhpDDhF4Q1o,18,21,4,44,36,2161.6,2171.6,4022
50349328,Sofas,LhpDDhF4Q1o,18,21,5,44,36,2171.6,2181.6,4022
50349328,Sofas,LhpDDhF4Q1o,18,21,6,44,36,2181.6,2191.6,4022
50349328,Sofas,LhpDDhF4Q1o,18,21,7,44,36,2191.6,2201.6,4022
50349328,Sofas,LhpDDhF4Q1o,18,21,8,44,36,2200.7,2210.7,4022
50349328,Sofas,LhpDDhF4Q1o,19,22,0,44,36,2210.7,2220.7,4022
50349328,Sofas,LhpDDhF4Q1o,19,22,1,44,36,2220.7,2230.7,4022
50349328,Sofas,LhpDDhF4Q1o,19,22,2,44,36,2230.7,2240.7,4022
50349328,Sofas,LhpDDhF4Q1o,19,22,3,44,36,2233.2,2243.2,4022
50349328,Sofas,LhpDDhF4Q1o,19,23,0,44,36,2243.2,2253.2,4022
50349328,Sofas,LhpDDhF4Q1o,19,23,1,44,36,2253.2,2263.2,4022
50349328,Sofas,LhpDDhF4Q1o,19,23,2,44,36,2262.9,2272.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,0,44,36,2272.9,2282.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,1,44,36,2282.9,2292.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,2,44,36,2292.9,2302.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,3,44,36,2302.9,2312.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,4,44,36,2312.9,2322.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,5,44,36,2322.9,2332.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,6,44,36,2332.9,2342.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,7,44,36,2342.9,2352.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,8,44,36,2352.9,2362.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,9,44,36,2362.9,2372.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,10,44,36,2372.9,2382.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,11,44,36,2382.9,2392.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,12,44,36,2392.9,2402.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,13,44,36,2402.9,2412.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,14,44,36,2412.9,2422.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,15,44,36,2422.9,2432.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,16,44,36,2432.9,2442.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,17,44,36,2442.9,2452.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,18,44,36,2452.9,2462.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,19,44,36,2462.9,2472.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,20,44,36,2472.9,2482.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,21,44,36,2482.9,2492.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,22,44,36,2492.9,2502.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,23,44,36,2502.9,2512.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,24,44,36,2512.9,2522.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,25,44,36,2522.9,2532.9,4022
50349328,Sofas,LhpDDhF4Q1o,20,24,26,44,36,2527.8,2537.8,4022
50349328,Sofas,LhpDDhF4Q1o,21,25,0,44,36,2537.8,2547.8,4022
50349328,Sofas,LhpDDhF4Q1o,21,25,1,44,36,2547.8,2557.8,4022
50349328,Sofas,LhpDDhF4Q1o,21,25,2,44,36,2557.8,2567.8,4022
50349328,Sofas,LhpDDhF4Q1o,21,25,3,44,36,2567.8,2577.8,4022
50349328,Sofas,LhpDDhF4Q1o,21,25,4,44,36,2571.0,2581.0,4022
50349328,Sofas,LhpDDhF4Q1o,21,26,0,44,36,2581.0,2591.0,4022
50349328,Sofas,LhpDDhF4Q1o,21,26,1,44,36,2591.0,2601.0,4022
50349328,Sofas,LhpDDhF4Q1o,21,26,2,44,36,2601.0,2611.0,4022
50349328,Sofas,LhpDDhF4Q1o,21,26,3,44,36,2611.0,2621.0,4022
50349328,Sofas,LhpDDhF4Q1o,21,26,4,44,36,2621.0,2631.0,4022
50349328,Sofas,LhpDDhF4Q1o,21,26,5,44,36,2631.0,2641.0,4022
50349328,Sofas,LhpDDhF4Q1o,21,26,6,44,36,2641.0,2651.0,4022
50349328,Sofas,LhpDDhF4Q1o,21,26,7,44,36,2651.0,2661.0,4022
50349328,Sofas,LhpDDhF4Q1o,21,26,8,44,36,2661.0,2671.0,4022
50349328,Sofas,LhpDDhF4Q1o,21,26,9,44,36,2671.0,2681.0,4022
50349328,Sofas,LhpDDhF4Q1o,21,26,10,44,36,2681.0,2691.0,4022
50349328,Sofas,LhpDDhF4Q1o,21,26,11,44,36,2691.0,2701.0,4022
50349328,Sofas,LhpDDhF4Q1o,21,26,12,44,36,2701.0,2711.0,4022
50349328,Sofas,LhpDDhF4Q1o,21,26,13,44,36,2711.0,2721.0,4022
50349328,Sofas,LhpDDhF4Q1o,21,26,14,44,36,2711.5,2721.5,4022
50349328,Sofas,LhpDDhF4Q1o,22,27,0,44,36,2721.5,2731.5,4022
50349328,Sofas,LhpDDhF4Q1o,22,27,1,44,36,2731.5,2741.5,4022
50349328,Sofas,LhpDDhF4Q1o,22,27,2,44,36,2741.5,2751.5,4022
50349328,Sofas,LhpDDhF4Q1o,22,27,3,44,36,2751.5,2761.5,4022
50349328,Sofas,LhpDDhF4Q1o,22,27,4,44,36,2761.5,2771.5,4022
50349328,Sofas,LhpDDhF4Q1o,22,27,5,44,36,2771.5,2781.5,4022
50349328,Sofas,LhpDDhF4Q1o,22,27,6,44,36,2781.5,2791.5,4022
50349328,Sofas,LhpDDhF4Q1o,22,27,7,44,36,2791.5,2801.5,4022
50349328,Sofas,LhpDDhF4Q1o,22,27,8,44,36,2801.5,2811.5,4022
50349328,Sofas,LhpDDhF4Q1o,22,27,9,44,36,2811.5,2821.5,4022
50349328,Sofas,LhpDDhF4Q1o,22,27,10,44,36,2821.5,2831.5,4022
50349328,Sofas,LhpDDhF4Q1o,22,27,11,44,36,2822.3,2832.3,4022
50349328,Sofas,LhpDDhF4Q1o,23,28,0,44,36,2832.3,2842.3,4022
50349328,Sofas,LhpDDhF4Q1o,23,28,1,44,36,2842.3,2852.3,4022
50349328,Sofas,LhpDDhF4Q1o,23,28,2,44,36,2852.3,2862.3,4022
50349328,Sofas,LhpDDhF4Q1o,23,28,3,44,36,2862.3,2872.3,4022
50349328,Sofas,LhpDDhF4Q1o,23,28,4,44,36,2872.3,2882.3,4022
50349328,Sofas,LhpDDhF4Q1o,23,28,5,44,36,2882.3,2892.3,4022
50349328,Sofas,LhpDDhF4Q1o,23,28,6,44,36,2892.3,2902.3,4022
50349328,Sofas,LhpDDhF4Q1o,23,28,7,44,36,2902.3,2912.3,4022
50349328,Sofas,LhpDDhF4Q1o,23,28,8,44,36,2912.3,2922.3,4022
50349328,Sofas,LhpDDhF4Q1o,23,28,9,44,36,2922.3,2932.3,4022
50349328,Sofas,LhpDDhF4Q1o,23,28,10,44,36,2932.3,2942.3,4022
50349328,Sofas,LhpDDhF4Q1o,23,28,11,44,36,2942.3,2952.3,4022
50349328,Sofas,LhpDDhF4Q1o,23,28,12,44,36,2952.3,2962.3,4022
50349328,Sofas,LhpDDhF4Q1o,23,28,13,44,36,2962.3,2972.3,4022
50349328,Sofas,LhpDDhF4Q1o,23,28,14,44,36,2968.3,2978.3,4022
50349328,Sofas,LhpDDhF4Q1o,24,29,0,44,36,2978.3,2988.3,4022
50349328,Sofas,LhpDDhF4Q1o,24,29,1,44,36,2988.3,2998.3,4022
50349328,Sofas,LhpDDhF4Q1o,24,29,2,44,36,2998.3,3008.3,4022
50349328,Sofas,LhpDDhF4Q1o,24,29,3,44,36,3006.1,3016.1,4022
50349328,Sofas,LhpDDhF4Q1o,24,30,0,44,36,3016.1,3026.1,4022
50349328,Sofas,LhpDDhF4Q1o,24,30,1,44,36,3026.1,3036.1,4022
50349328,Sofas,LhpDDhF4Q1o,24,30,2,44,36,3036.1,3046.1,4022
50349328,Sofas,LhpDDhF4Q1o,24,30,3,44,36,3046.1,3056.1,4022
50349328,Sofas,LhpDDhF4Q1o,24,30,4,44,36,3056.1,3066.1,4022
50349328,Sofas,LhpDDhF4Q1o,24,30,5,44,36,3066.1,3076.1,4022
50349328,Sofas,LhpDDhF4Q1o,24,30,6,44,36,3076.1,3086.1,4022
50349328,Sofas,LhpDDhF4Q1o,24,30,7,44,36,3076.4,3086.4,4022
50349328,Sofas,LhpDDhF4Q1o,25,31,0,44,36,3086.4,3096.4,4022
50349328,Sofas,LhpDDhF4Q1o,25,31,1,44,36,3096.4,3106.4,4022
50349328,Sofas,LhpDDhF4Q1o,25,31,2,44,36,3106.4,3116.4,4022
50349328,Sofas,LhpDDhF4Q1o,25,31,3,44,36,3116.4,3126.4,4022
50349328,Sofas,LhpDDhF4Q1o,25,31,4,44,36,3126.4,3136.4,4022
50349328,Sofas,LhpDDhF4Q1o,25,31,5,44,36,3136.4,3146.4,4022
50349328,Sofas,LhpDDhF4Q1o,25,31,6,44,36,3144.0,3154.0,4022
50349328,Sofas,LhpDDhF4Q1o,26,32,0,44,36,3154.0,3164.0,4022
50349328,Sofas,LhpDDhF4Q1o,26,32,1,44,36,3164.0,3174.0,4022
50349328,Sofas,LhpDDhF4Q1o,26,32,2,44,36,3174.0,3184.0,4022
50349328,Sofas,LhpDDhF4Q1o,26,32,3,44,36,3184.0,3194.0,4022
50349328,Sofas,LhpDDhF4Q1o,26,32,4,44,36,3194.0,3204.0,4022
50349328,Sofas,LhpDDhF4Q1o,26,32,5,44,36,3198.0,3208.0,4022
50349328,Sofas,LhpDDhF4Q1o,27,33,0,44,36,3208.0,3218.0,4022
50349328,Sofas,LhpDDhF4Q1o,27,33,1,44,36,3218.0,3228.0,4022
50349328,Sofas,LhpDDhF4Q1o,27,33,2,44,36,3228.0,3238.0,4022
50349328,Sofas,LhpDDhF4Q1o,27,33,3,44,36,3238.0,3248.0,4022
50349328,Sofas,LhpDDhF4Q1o,27,33,4,44,36,3248.0,3258.0,4022
50349328,Sofas,LhpDDhF4Q1o,27,33,5,44,36,3249.4,3259.4,4022
50349328,Sofas,LhpDDhF4Q1o,27,34,0,44,36,3259.4,3269.4,4022
50349328,Sofas,LhpDDhF4Q1o,27,34,1,44,36,3269.4,3279.4,4022
50349328,Sofas,LhpDDhF4Q1o,27,34,2,44,36,3279.4,3289.4,4022
50349328,Sofas,LhpDDhF4Q1o,27,34,3,44,36,3289.4,3299.4,4022
50349328,Sofas,LhpDDhF4Q1o,27,34,4,44,36,3289.9,3299.9,4022
50349328,Sofas,LhpDDhF4Q1o,28,35,0,44,36,3299.9,3309.9,4022
50349328,Sofas,LhpDDhF4Q1o,28,35,1,44,36,3309.9,3319.9,4022
50349328,Sofas,LhpDDhF4Q1o,28,35,2,44,36,3319.9,3329.9,4022
50349328,Sofas,LhpDDhF4Q1o,28,35,3,44,36,3329.9,3339.9,4022
50349328,Sofas,LhpDDhF4Q1o,28,35,4,44,36,3339.9,3349.9,4022
50349328,Sofas,LhpDDhF4Q1o,28,35,5,44,36,3349.9,3359.9,4022
50349328,Sofas,LhpDDhF4Q1o,28,35,6,44,36,3359.9,3369.9,4022
50349328,Sofas,LhpDDhF4Q1o,28,35,7,44,36,3369.9,3379.9,4022
50349328,Sofas,LhpDDhF4Q1o,28,35,8,44,36,3379.9,3389.9,4022
50349328,Sofas,LhpDDhF4Q1o,28,35,9,44,36,3389.9,3399.9,4022
50349328,Sofas,LhpDDhF4Q1o,28,35,10,44,36,3399.9,3409.9,4022
50349328,Sofas,LhpDDhF4Q1o,28,35,11,44,36,3403.4,3413.4,4022
50349328,Sofas,LhpDDhF4Q1o,28,36,0,44,36,3413.4,3423.4,4022
50349328,Sofas,LhpDDhF4Q1o,28,36,1,44,36,3423.4,3433.4,4022
50349328,Sofas,LhpDDhF4Q1o,28,36,2,44,36,3430.4,3440.4,4022
50349328,Sofas,LhpDDhF4Q1o,29,37,0,44,36,3440.4,3450.4,4022
50349328,Sofas,LhpDDhF4Q1o,29,37,1,44,36,3450.4,3460.4,4022
50349328,Sofas,LhpDDhF4Q1o,29,37,2,44,36,3460.4,3470.4,4022
50349328,Sofas,LhpDDhF4Q1o,29,37,3,44,36,3470.4,3480.4,4022
50349328,Sofas,LhpDDhF4Q1o,29,37,4,44,36,3480.4,3490.4,4022
50349328,Sofas,LhpDDhF4Q1o,29,37,5,44,36,3490.4,3500.4,4022
50349328,Sofas,LhpDDhF4Q1o,29,37,6,44,36,3492.6,3502.6,4022
50349328,Sofas,LhpDDhF4Q1o,29,38,0,44,36,3502.6,3512.6,4022
50349328,Sofas,LhpDDhF4Q1o,29,38,1,44,36,3512.6,3522.6,4022
50349328,Sofas,LhpDDhF4Q1o,29,38,2,44,36,3519.6,3529.6,4022
50349328,Sofas,LhpDDhF4Q1o,30,39,0,44,36,3529.6,3539.6,4022
50349328,Sofas,LhpDDhF4Q1o,30,39,1,44,36,3539.6,3549.6,4022
50349328,Sofas,LhpDDhF4Q1o,30,39,2,44,36,3541.2,3551.2,4022
50349328,Sofas,LhpDDhF4Q1o,30,40,0,44,36,3551.2,3561.2,4022
50349328,Sofas,LhpDDhF4Q1o,30,40,1,44,36,3561.2,3571.2,4022
50349328,Sofas,LhpDDhF4Q1o,30,40,2,44,36,3571.2,3581.2,4022
50349328,Sofas,LhpDDhF4Q1o,30,40,3,44,36,3581.2,3591.2,4022
50349328,Sofas,LhpDDhF4Q1o,30,40,4,44,36,3584.5,3594.5,4022
50349328,Sofas,LhpDDhF4Q1o,31,41,0,44,36,3594.5,3604.5,4022
50349328,Sofas,LhpDDhF4Q1o,31,41,1,44,36,3604.5,3614.5,4022
50349328,Sofas,LhpDDhF4Q1o,31,41,2,44,36,3614.5,3624.5,4022
50349328,Sofas,LhpDDhF4Q1o,31,41,3,44,36,3624.5,3634.5,4022
50349328,Sofas,LhpDDhF4Q1o,31,41,4,44,36,3634.5,3644.5,4022
50349328,Sofas,LhpDDhF4Q1o,31,41,5,44,36,3644.5,3654.5,4022
50349328,Sofas,LhpDDhF4Q1o,31,41,6,44,36,3654.5,3664.5,4022
50349328,Sofas,LhpDDhF4Q1o,31,41,7,44,36,3664.5,3674.5,4022
50349328,Sofas,LhpDDhF4Q1o,31,41,8,44,36,3674.5,3684.5,4022
50349328,Sofas,LhpDDhF4Q1o,31,41,9,44,36,3684.5,3694.5,4022
50349328,Sofas,LhpDDhF4Q1o,31,41,10,44,36,3694.5,3704.5,4022
50349328,Sofas,LhpDDhF4Q1o,31,41,11,44,36,3704.5,3714.5,4022
50349328,Sofas,LhpDDhF4Q1o,31,41,12,44,36,3714.5,3724.5,4022
50349328,Sofas,LhpDDhF4Q1o,31,41,13,44,36,3724.5,3734.5,4022
50349328,Sofas,LhpDDhF4Q1o,31,41,14,44,36,3734.5,3744.5,4022
50349328,Sofas,LhpDDhF4Q1o,31,41,15,44,36,3744.5,3754.5,4022
50349328,Sofas,LhpDDhF4Q1o,31,41,16,44,36,3749.3,3759.3,4022
50349328,Sofas,LhpDDhF4Q1o,32,42,0,44,36,3759.3,3769.3,4022
50349328,Sofas,LhpDDhF4Q1o,32,42,1,44,36,3769.3,3779.3,4022
50349328,Sofas,LhpDDhF4Q1o,32,42,2,44,36,3779.3,3789.3,4022
50349328,Sofas,LhpDDhF4Q1o,32,42,3,44,36,3789.3,3799.3,4022
50349328,Sofas,LhpDDhF4Q1o,32,42,4,44,36,3799.3,3809.3,4022
50349328,Sofas,LhpDDhF4Q1o,32,42,5,44,36,3808.8,3818.8,4022
50349328,Sofas,LhpDDhF4Q1o,32,43,0,44,36,3818.8,3828.8,4022
50349328,Sofas,LhpDDhF4Q1o,32,43,1,44,36,3828.8,3838.8,4022
50349328,Sofas,LhpDDhF4Q1o,32,43,2,44,36,3833.1,3843.1,4022
50349328,Sofas,W4y9P1CrHXo,8,3,0,44,36,82.5,92.5,507
50349328,Sofas,W4y9P1CrHXo,8,4,0,44,36,72.9,82.9,507
50349328,Sofas,W4y9P1CrHXo,8,4,1,44,36,73.9,83.9,507
50349328,Sofas,W4y9P1CrHXo,9,5,0,44,36,72.9,82.9,507
50349328,Sofas,W4y9P1CrHXo,9,5,1,44,36,73.9,83.9,507
50349328,Sofas,W4y9P1CrHXo,9,6,0,44,36,23.6,33.5,507
50349328,Sofas,W4y9P1CrHXo,10,7,0,44,36,33.2,43.2,507
50349328,Sofas,W4y9P1CrHXo,10,7,1,44,36,34.6,44.6,507
50349328,Sofas,W4y9P1CrHXo,10,8,0,44,36,33.2,43.2,507
50349328,Sofas,W4y9P1CrHXo,10,8,1,44,36,34.6,44.6,507
50349328,Sofas,W4y9P1CrHXo,11,9,0,44,36,41.9,51.9,507
50349328,Sofas,W4y9P1CrHXo,11,10,0,44,36,48.5,58.5,507
50349328,Sofas,W4y9P1CrHXo,12,11,0,44,36,57.4,67.4,507
50349328,Sofas,W4y9P1CrHXo,12,11,1,44,36,62.6,72.6,507
50349328,Sofas,W4y9P1CrHXo,12,12,0,44,36,94.7,104.7,507
50349328,Sofas,W4y9P1CrHXo,12,12,1,44,36,98.8,108.8,507
50349328,Sofas,W4y9P1CrHXo,13,13,0,44,36,94.7,104.7,507
50349328,Sofas,W4y9P1CrHXo,13,13,1,44,36,98.8,108.8,507
50349328,Sofas,W4y9P1CrHXo,13,14,0,44,36,108.9,118.9,507
50349328,Sofas,W4y9P1CrHXo,13,14,1,44,36,118.9,128.9,507
50349328,Sofas,W4y9P1CrHXo,13,14,2,44,36,120.8,130.8,507
50349328,Sofas,W4y9P1CrHXo,14,15,0,44,36,130.9,140.9,507
50349328,Sofas,W4y9P1CrHXo,14,16,0,44,36,140.9,150.9,507
50349328,Sofas,W4y9P1CrHXo,14,16,1,44,36,146.0,156.0,507
50349328,Sofas,W4y9P1CrHXo,15,17,0,44,36,153.0,163.0,507
50349328,Sofas,W4y9P1CrHXo,16,18,0,44,36,160.0,170.0,507
50349328,Sofas,W4y9P1CrHXo,16,18,1,44,36,170.0,180.0,507
50349328,Sofas,W4y9P1CrHXo,16,18,2,44,36,177.1,187.1,507
50349328,Sofas,W4y9P1CrHXo,17,19,0,44,36,189.2,199.2,507
50349328,Sofas,W4y9P1CrHXo,17,20,0,44,36,187.2,197.2,507
50349328,Sofas,W4y9P1CrHXo,17,20,1,44,36,197.2,207.2,507
50349328,Sofas,W4y9P1CrHXo,17,20,2,44,36,198.1,208.1,507
50349328,Sofas,W4y9P1CrHXo,18,21,0,44,36,228.7,238.7,507
50349328,Sofas,W4y9P1CrHXo,18,21,1,44,36,230.6,240.6,507
50349328,Sofas,W4y9P1CrHXo,19,22,0,44,36,228.7,238.7,507
50349328,Sofas,W4y9P1CrHXo,19,22,1,44,36,230.6,240.6,507
50349328,Sofas,W4y9P1CrHXo,20,24,0,44,36,240.8,250.8,507
50349328,Sofas,W4y9P1CrHXo,20,24,1,44,36,250.6,260.6,507
50349328,Sofas,W4y9P1CrHXo,21,25,0,44,36,208.4,218.4,507
50349328,Sofas,W4y9P1CrHXo,21,25,1,44,36,209.5,219.5,507
50349328,Sofas,W4y9P1CrHXo,21,26,0,44,36,265.1,275.1,507
50349328,Sofas,W4y9P1CrHXo,21,26,1,44,36,266.1,276.1,507
50349328,Sofas,W4y9P1CrHXo,22,27,0,44,36,277.7,287.7,507
50349328,Sofas,W4y9P1CrHXo,22,27,1,44,36,287.7,297.7,507
50349328,Sofas,W4y9P1CrHXo,22,27,2,44,36,289.1,299.1,507
50349328,Sofas,W4y9P1CrHXo,23,28,0,44,36,299.4,309.4,507
50349328,Sofas,W4y9P1CrHXo,23,28,1,44,36,309.4,319.4,507
50349328,Sofas,W4y9P1CrHXo,23,28,2,44,36,319.4,329.4,507
